#COMMAND
Disciplina     0
Disciplinalevel        0
Position    109
Level       5
Log         0
End

#COMMAND
Name        abrir~
Code        do_open
Desactivado    0
Disciplina     0
Disciplinalevel        0
Position    106
Level       0
Log         0
End

#COMMAND
Name        alquilar~
Code        do_rent
Desactivado    0
Disciplina     0
Disciplinalevel        0
Position    100
Level       0
Log         0
End

#COMMAND
Name        arriba~
Code        do_up
Desactivado    0
Disciplina     0
Disciplinalevel        0
Position    112
Level       0
Log         0
End

#COMMAND
Name        arrastrar~
Code        do_drag
Desactivado    0
Disciplina     0
Disciplinalevel        0
Position    112
Level       0
Log         0
End

#COMMAND
Name        aventura~
Code        do_quest
Desactivado    0
Disciplina     0
Disciplinalevel        0
Position    103
Level       10
Log         0
Flags       3
End

#COMMAND
Name        admitir~
Code        do_induct
Desactivado    0
Disciplina     0
Disciplinalevel        0
Position    112
Level       50
Log         1
End

#COMMAND
Name        aceptar~
Code        do_accept
Desactivado    0
Disciplina     0
Disciplinalevel        0
Position    100
Level       0
Log         0
End

#COMMAND
Name        apostar~
Code        do_bet
Desactivado    0
Disciplina     0
Disciplinalevel        0
Position    100
Level       0
Log         0
End

#COMMAND
Name        animalismo~
Code        (0x81baa8c)
Desactivado    0
Disciplina     0
Disciplinalevel        0
Position    100
Level       0
Log         0
End

#COMMAND
Name        adquirir~
Code        do_adquirir
Desactivado    0
Disciplina     0
Disciplinalevel        0
Position    100
Level       0
Log         0
End

#COMMAND
Name        asimilar~
Code        do_asimilar
Desactivado    0
Disciplina     0
Disciplinalevel        0
Position    100
Level       0
Log         0
End

#COMMAND
Name        abrazar~
Code        do_abrazar
Desactivado    0
Disciplina     0
Disciplinalevel        0
Position    100
Level       40
Log         0
End

#COMMAND
Name        adiestrar~
Code        do_adiestrar
Desactivado    0
Disciplina     0
Disciplinalevel        0
Position    100
Level       40
Log         0
End

#COMMAND
Name        ascender~
Code        do_ascender
Desactivado    0
Disciplina     0
Disciplinalevel        0
Position    100
Level       0
Log         1
End

#COMMAND
Name        abdicar~
Code        do_abdicar
Desactivado    0
Disciplina     0
Disciplinalevel        0
Position    100
Level       0
Log         1
End

#COMMAND
Name        apartados~
Code        do_apartados
Desactivado    0
Disciplina     0
Disciplinalevel        0
Position    100
Level       1
Log         0
End

#COMMAND
Name        aff~
Code        do_affected
Desactivado    0
Disciplina     0
Disciplinalevel        0
Position    100
Level       0
Log         0
End

#COMMAND
Name        aprender~
Code        do_aprender
Desactivado    0
Disciplina     0
Disciplinalevel        0
Position    100
Level       1
Log         0
End

#COMMAND
Name        aquien~
Code        do_awho
Desactivado    0
Disciplina     0
Disciplinalevel        0
Position    100
Level       0
Log         0
End

#COMMAND
Name        b~
Code        do_down
Desactivado    0
Disciplina     0
Disciplinalevel        0
Position    112
Level       0
Log         0
End

#COMMAND
Name        bs~
Code        do_backstab
Desactivado    0
Disciplina     0
Disciplinalevel        0
Position    112
Level       0
Log         0
End

#COMMAND
Name        balzhur~
Code        do_balzhur
Desactivado    0
Disciplina     0
Disciplinalevel        0
Position    108
Level       248
Log         1
Flags       4
End

#COMMAND
Name        bamfin~
Code        do_bamfin
Desactivado    0
Disciplina     0
Disciplinalevel        0
Position    100
Level       242
Log         0
End

#COMMAND
Name        bamfout~
Code        do_bamfout
Desactivado    0
Disciplina     0
Disciplinalevel        0
Position    100
Level       242
Log         0
End

#COMMAND
Name        ban~
Code        do_ban
Desactivado    0
Disciplina     0
Disciplinalevel        0
Position    100
Level       247
Log         1
End

#COMMAND
Name        bestow~
Code        do_bestow
Desactivado    0
Disciplina     0
Disciplinalevel        0
Position    100
Level       253
Log         1
End

#COMMAND
Name        bio~
Code        do_bio
Desactivado    0
Disciplina     0
Disciplinalevel        0
Position    100
Level       1
Log         0
End

#COMMAND
Name        bodybag~
Code        do_bodybag
Desactivado    0
Disciplina     0
Disciplinalevel        0
Position    100
Level       242
Log         1
End

#COMMAND
Name        bset~
Code        do_bset
Desactivado    0
Disciplina     0
Disciplinalevel        0
Position    100
Level       250
Log         1
End

#COMMAND
Name        bstatus~
Code        do_bstat
Desactivado    0
Disciplina     0
Disciplinalevel        0
Position    100
Level       247
Log         0
End

#COMMAND
Name        bug~
Code        do_bug
Desactivado    0
Disciplina     0
Disciplinalevel        0
Position    100
Level       0
Log         0
End

#COMMAND
Name        bestowarea~
Code        do_bestowarea
Desactivado    0
Disciplina     0
Disciplinalevel        0
Position    100
Level       248
Log         1
End

#COMMAND
Name        beber~
Code        do_drink
Desactivado    0
Disciplina     0
Disciplinalevel        0
Position    106
Level       0
Log         0
End

#COMMAND
Name        buscanota~
Code        do_findnote
Desactivado    0
Disciplina     0
Disciplinalevel        0
Position    100
Level       2
Log         0
End

#COMMAND
Name        bloquear~
Code        do_lock
Desactivado    0
Disciplina     0
Disciplinalevel        0
Position    106
Level       0
Log         0
End

#COMMAND
Name        blandir~
Code        do_wear
Desactivado    0
Disciplina     0
Disciplinalevel        0
Position    107
Level       0
Log         0
End

#COMMAND
Name        buzon~
Code        do_apartados
Desactivado    0
Disciplina     0
Disciplinalevel        0
Position    100
Level       1
Log         0
End

#COMMAND
Name        c~
Code        do_cast
Desactivado    0
Disciplina     0
Disciplinalevel        0
Position    104
Level       0
Log         0
End

#COMMAND
Name        conjurar~
Code        do_conjurar
Desactivado    0
Disciplina     0
Disciplinalevel        0
Position    104
Level       15
Log         0
End

#COMMAND
Name        cast~
Code        do_cast
Desactivado    0
Disciplina     0
Disciplinalevel        0
Position    104
Level       0
Log         0
End

#COMMAND
Name        cerrar~
Code        do_close
Desactivado    0
Disciplina     0
Disciplinalevel        0
Position    106
Level       0
Log         0
End

#COMMAND
Name        considerar~
Code        do_consider
Desactivado    0
Disciplina     0
Disciplinalevel        0
Position    106
Level       0
Log         0
End

#COMMAND
Name        canales~
Code        do_channels
Desactivado    0
Disciplina     0
Disciplinalevel        0
Position    100
Level       0
Log         0
End

#COMMAND
Name        charlar~
Code        do_chat
Desactivado    0
Disciplina     0
Disciplinalevel        0
Position    103
Level       1
Log         0
Flags       3
End

#COMMAND
Name        checkvnums~
Code        do_check_vnums
Desactivado    0
Disciplina     0
Disciplinalevel        0
Position    100
Level       247
Log         0
End

#COMMAND
Name        cmenu~
Code        do_cmenu
Desactivado    0
Disciplina     0
Disciplinalevel        0
Position    100
Level       250
Log         1
End

#COMMAND
Name        cedit~
Code        do_cedit
Desactivado    0
Disciplina     0
Disciplinalevel        0
Position    100
Level       250
Log         1
End

#COMMAND
Name        consejoinducir~
Code        do_council_induct
Desactivado    0
Disciplina     0
Disciplinalevel        0
Position    100
Level       244
Log         0
End

#COMMAND
Name        comparar~
Code        do_compare
Desactivado    0
Disciplina     0
Disciplinalevel        0
Position    106
Level       0
Log         0
End

#COMMAND
Name        comandos~
Code        do_commands
Desactivado    0
Disciplina     0
Disciplinalevel        0
Position    100
Level       0
Log         0
End

#COMMAND
Name        comer~
Code        do_eat
Desactivado    0
Disciplina     0
Disciplinalevel        0
Position    106
Level       0
Log         0
End

#COMMAND
Name        comentar~
Code        do_comment
Desactivado    0
Disciplina     0
Disciplinalevel        0
Position    106
Level       242
Log         0
End

#COMMAND
Name        configurar~
Code        do_config
Desactivado    0
Disciplina     0
Disciplinalevel        0
Position    100
Level       0
Log         0
End

#COMMAND
Name        cooutcast~
Code        do_council_outcast
Desactivado    0
Disciplina     0
Disciplinalevel        0
Position    100
Level       244
Log         0
End

#COMMAND
Name        consejodecir~
Code        do_counciltalk
Desactivado    0
Disciplina     0
Disciplinalevel        0
Position    100
Level       0
Log         0
Flags       1
End

#COMMAND
Name        consejos~
Code        do_councils
Desactivado    0
Disciplina     0
Disciplinalevel        0
Position    100
Level       0
Log         0
End

#COMMAND
Name        creditos~
Code        do_credits
Desactivado    0
Disciplina     0
Disciplinalevel        0
Position    100
Level       0
Log         0
End

#COMMAND
Name        creadores~
Code        do_credits
Desactivado    0
Disciplina     0
Disciplinalevel        0
Position    100
Level       0
Log         0
End

#COMMAND
Name        comprar~
Code        do_buy
Desactivado    0
Disciplina     0
Disciplinalevel        0
Position    106
Level       0
Log         0
End

#COMMAND
Name        cset~
Code        do_cset
Desactivado    0
Disciplina     0
Disciplinalevel        0
Position    100
Level       250
Log         1
End

#COMMAND
Name        cmdtable~
Code        do_cmdtable
Desactivado    0
Disciplina     0
Disciplinalevel        0
Position    100
Level       246
Log         0
End

#COMMAND
Name        clima~
Code        do_climate
Desactivado    0
Disciplina     0
Disciplinalevel        0
Position    100
Level       250
Log         0
End

#COMMAND
Name        cocinar~
Code        do_cook
Desactivado    0
Disciplina     0
Disciplinalevel        0
Position    100
Level       1
Log         0
End

#COMMAND
Name        cavar~
Code        do_dig
Desactivado    0
Disciplina     0
Disciplinalevel        0
Position    112
Level       3
Log         0
End

#COMMAND
Name        coger~
Code        do_get
Desactivado    0
Disciplina     0
Disciplinalevel        0
Position    106
Level       0
Log         0
End

#COMMAND
Name        correos~
Code        do_mailroom
Desactivado    0
Disciplina     0
Disciplinalevel        0
Position    106
Level       0
Log         0
End

#COMMAND
Name        crear~
Code        do_make
Desactivado    0
Disciplina     0
Disciplinalevel        0
Position    100
Level       50
Log         1
Flags       4
End

#COMMAND
Name        creartablon~
Code        do_makeboard
Desactivado    0
Disciplina     0
Disciplinalevel        0
Position    100
Level       254
Log         1
End

#COMMAND
Name        crearclan~
Code        do_makeclan
Desactivado    0
Disciplina     0
Disciplinalevel        0
Position    100
Level       254
Log         1
End

#COMMAND
Name        crearconsejo~
Code        do_makecouncil
Desactivado    0
Disciplina     0
Disciplinalevel        0
Position    100
Level       254
Log         1
End

#COMMAND
Name        crearreparacion~
Code        do_makerepair
Desactivado    0
Disciplina     0
Disciplinalevel        0
Position    100
Level       252
Log         3
End

#COMMAND
Name        creartienda~
Code        do_makeshop
Desactivado    0
Disciplina     0
Disciplinalevel        0
Position    100
Level       244
Log         3
End

#COMMAND
Name        crearwizlist~
Code        do_makewizlist
Desactivado    0
Disciplina     0
Disciplinalevel        0
Position    100
Level       250
Log         1
End

#COMMAND
Name        cantar~
Code        do_music
Desactivado    0
Disciplina     0
Disciplinalevel        0
Position    104
Level       0
Log         0
Flags       1
End

#COMMAND
Name        creardeidad~
Code        do_makedeity
Desactivado    1
Disciplina     0
Disciplinalevel        0
Position    100
Level       253
Log         1
End

#COMMAND
Name        coger~
Code        do_get
Desactivado    0
Disciplina     0
Disciplinalevel        0
Position    106
Level       0
Log         0
End

#COMMAND
Name        clima~
Code        do_weather
Desactivado    0
Disciplina     0
Disciplinalevel        0
Position    106
Level       0
Log         0
End

#COMMAND
Name        cobardia~
Code        do_wimpy
Desactivado    0
Disciplina     0
Disciplinalevel        0
Position    100
Level       0
Log         0
End

#COMMAND
Name        contestar~
Code        do_answer
Desactivado    0
Disciplina     0
Disciplinalevel        0
Position    104
Level       0
Log         0
Flags       1
End

#COMMAND
Name        curar~
Code        do_heal
Desactivado    0
Disciplina     0
Disciplinalevel        0
Position    100
Level       1
Log         0
End

#COMMAND
Name        clantalk~
Code        do_clantalk
Desactivado    0
Disciplina     0
Disciplinalevel        0
Position    100
Level       0
Log         0
Flags       4
End

#COMMAND
Name        ct~
Code        do_clantalk
Desactivado    0
Disciplina     0
Disciplinalevel        0
Position    100
Level       0
Log         0
Flags       4
End

#COMMAND
Name        colorear~
Code        do_colorize
Desactivado    0
Disciplina     0
Disciplinalevel        0
Position    100
Level       254
Log         0
End

#COMMAND
Name        colocar~
Code        do_tamp
Desactivado    0
Disciplina     0
Disciplinalevel        0
Position    106
Level       0
Log         0
End

#COMMAND
Name        claseset~
Code        do_setclass
Desactivado    0
Disciplina     0
Disciplinalevel        0
Position    100
Level       249
Log         1
End

#COMMAND
Name        canear~
Code        do_mortality
Desactivado    0
Disciplina     0
Disciplinalevel        0
Position    100
Level       2
Log         0
End

#COMMAND
Name        camuflaje~
Code        do_camuflaje
Desactivado    0
Disciplina     0
Disciplinalevel        0
Position    100
Level       239
Log         0
End

#COMMAND
Name        critico~
Code        do_critico
Desactivado    0
Disciplina     0
Disciplinalevel        0
Position    100
Level       1
Log         0
End

#COMMAND
Name        creardisci~
Code        do_creardisciplina
Desactivado    0
Disciplina     0
Disciplinalevel        0
Position    100
Level       242
Log         1
End

#COMMAND
Name        crearnivel~
Code        do_crearnivel
Desactivado    0
Disciplina     0
Disciplinalevel        0
Position    100
Level       242
Log         1
End

#COMMAND
Name        concentrar~
Code        do_concentrar
Desactivado    0
Disciplina     0
Disciplinalevel        0
Position    100
Level       15
Log         0
End

#COMMAND
Name        crearesfera~
Code        do_crearesfera
Desactivado    0
Disciplina     0
Disciplinalevel        0
Position    100
Level       256
Log         1
End

#COMMAND
Name        castigar~
Code        do_nuisance
Desactivado    0
Disciplina     0
Disciplinalevel        0
Position    100
Level       256
Log         0
End

#COMMAND
Name        conquistas~
Code        do_conquistas
Desactivado    0
Disciplina     0
Disciplinalevel        0
Position    100
Level       1
Log         0
End

#COMMAND
Name        down~
Code        do_down
Desactivado    0
Disciplina     0
Disciplinalevel        0
Position    100
Level       0
Log         0
End

#COMMAND
Name        descansar~
Code        do_rest
Desactivado    0
Disciplina     0
Disciplinalevel        0
Position    104
Level       0
Log         0
End

#COMMAND
Name        dejar~
Code        do_drop
Desactivado    0
Disciplina     0
Disciplinalevel        0
Position    106
Level       0
Log         0
End

#COMMAND
Name        deny~
Code        do_deny
Desactivado    0
Disciplina     0
Disciplinalevel        0
Position    100
Level       247
Log         1
Flags       4
End

#COMMAND
Name        descripcion~
Code        do_description
Desactivado    0
Disciplina     0
Disciplinalevel        0
Position    100
Level       0
Log         0
End

#COMMAND
Name        destru~
Code        do_destro
Desactivado    0
Disciplina     0
Disciplinalevel        0
Position    112
Level       254
Log         0
End

#COMMAND
Name        destruir~
Code        do_destroy
Desactivado    0
Disciplina     0
Disciplinalevel        0
Position    112
Level       254
Log         1
Flags       4
End

#COMMAND
Name        desconectar~
Code        do_disconnect
Desactivado    0
Disciplina     0
Disciplinalevel        0
Position    100
Level       247
Log         1
End

#COMMAND
Name        dmensaje~
Code        do_dmesg
Desactivado    0
Disciplina     0
Disciplinalevel        0
Position    100
Level       247
Log         1
End

#COMMAND
Name        dedicar~
Code        do_devote
Desactivado    1
Disciplina     0
Disciplinalevel        0
Position    106
Level       5
Log         0
End

#COMMAND
Name        deidades~
Code        do_deities
Desactivado    1
Disciplina     0
Disciplinalevel        0
Position    100
Level       1
Log         0
End

#COMMAND
Name        desmontar~
Code        do_dismount
Desactivado    0
Disciplina     0
Disciplinalevel        0
Position    100
Level       0
Log         0
End

#COMMAND
Name        diagnostico~
Code        do_diagnose
Desactivado    0
Disciplina     0
Disciplinalevel        0
Position    100
Level       251
Log         0
End

#COMMAND
Name        dismiss~
Code        do_dismiss
Desactivado    0
Disciplina     0
Disciplinalevel        0
Position    100
Level       2
Log         0
End

#COMMAND
Name        despedir~
Code        do_dismiss
Desactivado    0
Disciplina     0
Disciplinalevel        0
Position    100
Level       2
Log         0
End

#COMMAND
Name        delay~
Code        do_delay
Desactivado    0
Disciplina     0
Disciplinalevel        0
Position    100
Level       247
Log         0
End

#COMMAND
Name        delete~
Code        do_delete
Desactivado    0
Disciplina     0
Disciplinalevel        0
Position    100
Level       2
Log         0
End

#COMMAND
Name        dar~
Code        do_give
Desactivado    0
Disciplina     0
Disciplinalevel        0
Position    106
Level       0
Log         0
End

#COMMAND
Name        desvestir~
Code        do_remove
Desactivado    0
Disciplina     0
Disciplinalevel        0
Position    107
Level       0
Log         0
End

#COMMAND
Name        decir~
Code        do_say
Desactivado    0
Disciplina     0
Disciplinalevel        0
Position    106
Level       0
Log         0
End

#COMMAND
Name        dormir~
Code        do_sleep
Desactivado    0
Disciplina     0
Disciplinalevel        0
Position    104
Level       0
Log         0
End

#COMMAND
Name        desbloquear~
Code        do_unlock
Desactivado    0
Disciplina     0
Disciplinalevel        0
Position    106
Level       0
Log         0
End

#COMMAND
Name        donde~
Code        do_where
Desactivado    0
Disciplina     0
Disciplinalevel        0
Position    106
Level       0
Log         0
End

#COMMAND
Name        dignidad~
Code        do_worth
Desactivado    0
Disciplina     0
Disciplinalevel        0
Position    100
Level       2
Log         0
End

#COMMAND
Name        desvestir~
Code        do_remove
Desactivado    0
Disciplina     0
Disciplinalevel        0
Position    107
Level       0
Log         0
End

#COMMAND
Name        disciplinas~
Code        do_disciplinas
Desactivado    0
Disciplina     0
Disciplinalevel        0
Position    100
Level       0
Log         0
End

#COMMAND
Name        donar~
Code        do_donate
Desactivado    0
Disciplina     0
Disciplinalevel        0
Position    100
Level       0
Log         0
End

#COMMAND
Name        disciprac~
Code        (0x81baa8c)
Desactivado    0
Disciplina     0
Disciplinalevel        0
Position    100
Level       2
Log         0
End

#COMMAND
Name        diablerizar~
Code        do_diablerizar
Desactivado    0
Disciplina     0
Disciplinalevel        0
Position    100
Level       70
Log         0
End

#COMMAND
Name        decapitar~
Code        do_decapitar
Desactivado    0
Disciplina     0
Disciplinalevel        0
Position    100
Level       70
Log         0
End

#COMMAND
Name        degradar~
Code        do_degradar
Desactivado    0
Disciplina     0
Disciplinalevel        0
Position    100
Level       0
Log         1
End

#COMMAND
Name        declarar~
Code        do_declarar
Desactivado    1
Disciplina     0
Disciplinalevel        0
Position    100
Level       239
Log         0
End

#COMMAND
Name        dset~
Code        do_dset
Desactivado    0
Disciplina     0
Disciplinalevel        0
Position    100
Level       242
Log         1
End

#COMMAND
Name        dver~
Code        do_dver
Desactivado    0
Disciplina     0
Disciplinalevel        0
Position    100
Level       15
Log         0
End

#COMMAND
Name        dmesg~
Code        do_dmesg
Desactivado    0
Disciplina     0
Disciplinalevel        0
Position    100
Level       256
Log         0
End

#COMMAND
Name        e~
Code        do_east
Desactivado    0
Disciplina     0
Disciplinalevel        0
Position    112
Level       0
Log         0
End

#COMMAND
Name        elp~
Code        do_afk
Desactivado    0
Disciplina     0
Disciplinalevel        0
Position    104
Level       0
Log         0
End

#COMMAND
Name        evaluar~
Code        do_appraise
Desactivado    0
Disciplina     0
Disciplinalevel        0
Position    106
Level       0
Log         0
End

#COMMAND
Name        empunyar~
Code        do_brandish
Desactivado    0
Disciplina     0
Disciplinalevel        0
Position    108
Level       0
Log         0
End

#COMMAND
Name        enterrar~
Code        do_bury
Desactivado    0
Disciplina     0
Disciplinalevel        0
Position    112
Level       0
Log         0
End

#COMMAND
Name        este~
Code        do_east
Desactivado    0
Disciplina     0
Disciplinalevel        0
Position    112
Level       0
Log         0
End

#COMMAND
Name        emote~
Code        do_emote
Desactivado    0
Disciplina     0
Disciplinalevel        0
Position    106
Level       0
Log         0
End

#COMMAND
Name        examinar~
Code        do_examine
Desactivado    0
Disciplina     0
Disciplinalevel        0
Position    106
Level       1
Log         0
End

#COMMAND
Name        equipo~
Code        do_equipment
Desactivado    0
Disciplina     0
Disciplinalevel        0
Position    100
Level       0
Log         0
End

#COMMAND
Name        echo~
Code        do_echo
Desactivado    0
Disciplina     0
Disciplinalevel        0
Position    100
Level       245
Log         0
End

#COMMAND
Name        entrar~
Code        do_enter
Desactivado    0
Disciplina     0
Disciplinalevel        0
Position    112
Level       0
Log         0
End

#COMMAND
Name        elevar~
Code        do_elevate
Desactivado    0
Disciplina     0
Disciplinalevel        0
Position    100
Level       249
Log         0
End

#COMMAND
Name        encender~
Code        do_light
Desactivado    0
Disciplina     0
Disciplinalevel        0
Position    108
Level       0
Log         0
End

#COMMAND
Name        empezartorneo~
Code        (0x81baa8c)
Desactivado    0
Disciplina     0
Disciplinalevel        0
Position    100
Level       254
Log         1
End

#COMMAND
Name        estirar~
Code        do_pull
Desactivado    0
Disciplina     0
Disciplinalevel        0
Position    106
Level       0
Log         0
End

#COMMAND
Name        empujar~
Code        do_push
Desactivado    0
Disciplina     0
Disciplinalevel        0
Position    106
Level       0
Log         0
End

#COMMAND
Name        estilo~
Code        do_style
Desactivado    0
Disciplina     0
Disciplinalevel        0
Position    105
Level       1
Log         0
End

#COMMAND
Name        entrenar~
Code        do_train
Desactivado    2
Disciplina     0
Disciplinalevel        0
Position    100
Level       0
Log         0
End

#COMMAND
Name        expulsar~
Code        do_outcast
Desactivado    0
Disciplina     0
Disciplinalevel        0
Position    112
Level       50
Log         1
End

#COMMAND
Name        empujar~
Code        do_shove
Desactivado    0
Disciplina     0
Disciplinalevel        0
Position    112
Level       0
Log         0
End

#COMMAND
Name        empanar~
Code        do_afk
Desactivado    0
Disciplina     0
Disciplinalevel        0
Position    104
Level       0
Log         0
End

#COMMAND
Name        estudiar~
Code        do_study
Desactivado    0
Disciplina     0
Disciplinalevel        0
Position    100
Level       256
Log         0
End

#COMMAND
Name        email~
Code        do_email
Desactivado    0
Disciplina     0
Disciplinalevel        0
Position    100
Level       1
Log         0
End

#COMMAND
Name        esferas~
Code        do_esferas
Desactivado    0
Disciplina     0
Disciplinalevel        0
Position    100
Level       1
Log         0
End

#COMMAND
Name        eset~
Code        do_eset
Desactivado    0
Disciplina     0
Disciplinalevel        0
Position    100
Level       256
Log         1
End

#COMMAND
Name        ever~
Code        do_ever
Desactivado    0
Disciplina     0
Disciplinalevel        0
Position    100
Level       15
Log         0
End

#COMMAND
Name        finger~
Code        do_finger
Desactivado    0
Disciplina     0
Disciplinalevel        0
Position    100
Level       0
Log         0
End

#COMMAND
Name        ficha~
Code        do_vficha
Desactivado    0
Disciplina     0
Disciplinalevel        0
Position    100
Level       0
Log         0
End

#COMMAND
Name        fecha~
Code        do_time
Desactivado    0
Disciplina     0
Disciplinalevel        0
Position    100
Level       0
Log         0
End

#COMMAND
Name        fixchar~
Code        do_fixchar
Desactivado    0
Disciplina     0
Disciplinalevel        0
Position    100
Level       251
Log         1
End

#COMMAND
Name        foldarea~
Code        do_foldarea
Desactivado    0
Disciplina     0
Disciplinalevel        0
Position    100
Level       249
Log         1
End

#COMMAND
Name        for~
Code        do_for
Desactivado    0
Disciplina     0
Disciplinalevel        0
Position    100
Level       249
Log         1
End

#COMMAND
Name        force~
Code        do_force
Desactivado    0
Disciplina     0
Disciplinalevel        0
Position    100
Level       244
Log         1
End

#COMMAND
Name        forceclose~
Code        do_forceclose
Desactivado    0
Disciplina     0
Disciplinalevel        0
Position    100
Level       244
Log         1
End

#COMMAND
Name        formpass~
Code        do_form_password
Desactivado    0
Disciplina     0
Disciplinalevel        0
Position    100
Level       250
Log         1
End

#COMMAND
Name        freeze~
Code        do_freeze
Desactivado    0
Disciplina     0
Disciplinalevel        0
Position    100
Level       247
Log         1
End

#COMMAND
Name        fquit~
Code        do_fquit
Desactivado    0
Disciplina     0
Disciplinalevel        0
Position    100
Level       244
Log         1
End

#COMMAND
Name        fixed~
Code        do_fixed
Desactivado    0
Disciplina     0
Disciplinalevel        0
Position    100
Level       244
Log         0
End

#COMMAND
Name        fprompt~
Code        do_fprompt
Desactivado    0
Disciplina     0
Disciplinalevel        0
Position    100
Level       2
Log         0
End

#COMMAND
Name        fuego~
Code        do_fire
Desactivado    0
Disciplina     0
Disciplinalevel        0
Position    100
Level       5
Log         0
End

#COMMAND
Name        fver~
Code        do_fshow
Desactivado    0
Disciplina     0
Disciplinalevel        0
Position    100
Level       247
Log         0
End

#COMMAND
Name        fumar~
Code        do_smoke
Desactivado    0
Disciplina     0
Disciplinalevel        0
Position    106
Level       1
Log         0
End

#COMMAND
Name        familias~
Code        do_familia
Desactivado    0
Disciplina     0
Disciplinalevel        0
Position    100
Level       0
Log         0
End

#COMMAND
Name        fcrear~
Code        do_fcrear
Desactivado    0
Disciplina     0
Disciplinalevel        0
Position    100
Level       256
Log         0
End

#COMMAND
Name        feditar~
Code        do_feditar
Desactivado    0
Disciplina     0
Disciplinalevel        0
Position    100
Level       256
Log         0
End

#COMMAND
Name        ftest~
Code        do_famtest
Desactivado    0
Disciplina     0
Disciplinalevel        0
Position    100
Level       256
Log         0
End

#COMMAND
Name        gtell~
Code        do_gtell
Desactivado    0
Disciplina     0
Disciplinalevel        0
Position    100
Level       0
Log         0
End

#COMMAND
Name        grupo~
Code        do_group
Desactivado    0
Disciplina     0
Disciplinalevel        0
Position    104
Level       0
Log         0
End

